city,state,lat,lng
Tulare County,CA,36.26992445,-118.7962661
Monte Vista,CO,37.5799013,-106.1485185
Lipscomb,AL,33.4256646,-86.9266588
Lawton,OK,34.6086854,-98.3903305
Powell,OH,40.1578403,-83.0751869
Calvin,OK,34.9674231,-96.2522433
Pascagoula,MS,30.362517,-88.54910058
Downey,CA,33.9400143,-118.1325688
Park Hills,MO,37.854218,-90.5181804
Ferndale,CA,40.580644,-124.2622426
Sharon,PA,41.2331116,-80.4934035
Bloomington,IL,40.4842027,-88.9936873
Pittsburg,CA,38.021408,-121.8850312
Antioch,CA,37.9755365,-121.7936427
Port Allen,LA,30.4521351,-91.2101081
Elkhorn,WI,42.6727927,-88.5445447
Bayou Vista,LA,30.2813059,-89.8175651
Spartanburg County,SC,34.888851,-81.98030471
Jasper,FL,30.5182727,-82.94819
Perry,MI,42.8264205,-84.2194127
Barstow,CA,34.8957684,-117.0172077
Bexar County,TX,29.4372179,-98.47251138
Cocoa,FL,28.38212585,-80.76245271
Visalia,CA,36.3302284,-119.2920585
Boulder City,NV,35.9785912,-114.8324851
Savannah,GA,32.017073,-81.29061601
Forestville,MD,38.8451131,-76.8749722
Rouzerville,PA,39.7367609,-77.5349906
Clemmons,NC,36.0215258,-80.3819984
Newbold,WI,45.6980101,-89.5101368
Woodland Park,CO,38.9938808,-105.0569301
Hapeville,GA,33.660109,-84.4102046
Hoisington,KS,38.5180672,-98.7781394
Rocky River,OH,41.4756031,-81.8393034
Lynwood,CA,33.925251,-118.2035142
Seminole,TX,32.7247135,-102.6503853
Kingman,AZ,35.23069,-113.9992561
Reddick,FL,29.3666393,-82.1973184
Center,TX,31.793327,-94.17756845
New Haven,CT,41.30729,-72.9257003
Newport,TN,35.9670412,-83.1876578
Alto,TX,31.6504546,-95.0727175
East Point,GA,33.6795531,-84.4393724
Garfield,PA,40.46868,-79.9386628
Annapolis,MD,38.9786401,-76.492786
Monitor,MI,43.61141735,-83.99078401
Albertville,AL,34.266641,-86.19959949
Pixley,CA,35.9685649,-119.2917785
Muskegon Heights,MI,43.2011264,-86.2389464
Texas City,TX,29.4336705,-94.91931925
Town n Country,FL,28.0105745,-82.5773193
Madison,WI,43.074761,-89.3837613
Polk County,OR,44.89782,-123.4281602
Sweetwater,TN,35.6014636,-84.4610394
Goldsboro,NC,35.3848841,-77.9927651
Cottageville,SC,32.936838,-80.480935
Silver City,NM,32.770075,-108.280326
Tifton,GA,31.471498,-83.48387498
Weatherford,TX,32.7647075,-97.68189196
Laveen,AZ,33.3628228,-112.169317
Riverdale,GA,33.5726113,-84.4132594
Colton,CA,34.05710205,-117.3237782
Drummonds,TN,35.4634163,-89.9100859
Simpson County,KY,36.7582165,-86.57289627
Riverview,FL,27.871197,-82.3269883
Hallowell,ME,44.2859022,-69.7908786
Godley,TX,32.449029,-97.5266886
Sheboygan,WI,43.7508284,-87.71453
West Chester,PA,39.960185,-75.605471
Bethlehem,PA,40.6178915,-75.3786521
Greenburgh,NY,41.004542,-73.8087442
Detroit Lakes,MN,46.8171809,-95.8453253
Laredo,TX,27.506407,-99.5075421
Charenton,LA,29.8815936,-91.5251127
Beaver County,PA,40.6680585,-80.33413424
Eastpointe,MI,42.4683698,-82.9554746
Oak Park,MI,42.4594803,-83.1827051
Acampo,CA,38.1746398,-121.2785588
Suwannee County,FL,30.1625336,-83.01330963
Mt Pleasant,SC,32.7940651,-79.8625851
Lilburn,GA,33.8901036,-84.1429719
Upper Chichester,PA,39.8571,-75.4592
Banning,CA,33.96869745,-116.9336572
Rock Hill,SC,34.9248667,-81.0250784
Haskell,AR,34.5014817,-92.636552
Hobbs,NM,32.7026116,-103.1360403
Seattle,WA,47.6038321,-122.3300624
Homewood,IL,41.5572567,-87.6656015
Flanders,NY,40.9034328,-72.6175936
Ironton,OH,38.5367471,-82.6829406
Donna,TX,26.1702082,-98.0522376
Fernley,NV,39.6079951,-119.2518245
Landover,MD,38.9340002,-76.8966397
Alpharetta,GA,34.0709576,-84.2747329
Parsippany,NJ,40.8578772,-74.4259866
Craig,MO,40.1947194,-95.3710903
La Pine,OR,43.6703995,-121.503636
Bossier City,LA,32.5064115,-93.65183813
Isle of Wight,VA,36.8953677,-76.7248143
Henrico County,VA,37.5455191,-77.4234124
Morrilton,AR,35.15385,-92.74441073
Elmont,NY,40.700936,-73.712909
Newport Beach,CA,33.6170092,-117.9294401
Autauga County,AL,32.5088175,-86.65101236
Fairborn,OH,39.8066035,-84.01005794
El Paso,TX,31.81113155,-106.5013493
Section,AL,34.5913995,-85.98464411
Oak Point,TX,33.17777,-96.9888557
Lauderhill,FL,26.1403635,-80.2133808
Lapel,IN,40.0683725,-85.8483132
East Chicago,IN,41.6397857,-87.4548466
Pryor,OK,36.3084275,-95.3169136
Malden,MA,42.4250964,-71.066163
Midland City,AL,31.3190612,-85.4938239
Waldorf,MD,38.63501915,-76.9063117
Ypsilanti Township,MI,42.2172635,-83.60183393
Haltom City,TX,32.8202545,-97.27055731
Lopezville,TX,26.2382939,-98.1595151
Catawba,NC,35.5868015,-80.9594203
Joshua Tree,CA,34.126735,-116.321063
Palm Desert,CA,33.7404645,-116.3691056
Bassett,VA,36.7593037,-79.9903195
Steubenville,OH,40.3697905,-80.6339638
Oxnard,CA,34.1975048,-119.1770516
Seymour,TN,35.8810385,-83.77662173
Garland County,AR,34.5814975,-93.10630903
Abbeville,LA,29.9746502,-92.1342921
Stuttgart,AR,34.473245,-91.53736755
Red Wing,MN,44.5624676,-92.5338013
Pfafftown,NC,36.1526379,-80.3622753
Holly Hill,PA,40.1626096,-74.838775
Kaufman,TX,32.565973,-96.30670159
Edgewood,MD,39.4187194,-76.2944016
Kountze,TX,30.37432,-94.31679798
Timonium,MD,39.4368436,-76.6187044
Fillmore,CA,34.3985613,-118.9125093
Patterson,NJ,40.8139896,-73.9234703
Frazier Park,CA,34.81156435,-118.9577632
Dover,DE,39.158168,-75.5243682
Youngstown,OH,41.0997803,-80.6495194
Tiffin,OH,41.1144992,-83.1779747
Sauk Village,IL,41.4883685,-87.5675414
Granger,OH,41.1556099,-81.7317959
Ridgeville,SC,33.095723,-80.3153738
Hialeah,FL,25.8670105,-80.29146268
La Vista,NE,41.1838878,-96.031127
Rocky Mount,NC,35.9382104,-77.7905341
Copperas Cove,TX,31.124062,-97.9030785
Murphys,CA,38.148332,-120.4505355
Boynton Beach,FL,26.5253491,-80.0664309
Glen Rose,TX,32.243494,-97.74953982
Erwin,TN,36.1451082,-82.4168055
Danville,VA,36.5859718,-79.3950228
Hebron,OH,39.9617305,-82.4912676
Immokalee,FL,26.4201555,-81.42224019
Whitefish,MT,48.4099506,-114.3342212
Griffin,GA,33.2467807,-84.2640904
Ovid,MI,43.0058396,-84.3714696
Willacy County,TX,26.45598445,-97.58654844
Hubbard,TX,31.8484935,-96.797215
Riverside,MO,38.2867212,-90.3801199
Newberry,FL,29.6463535,-82.6065023
Irvine,CA,33.6862707,-117.8258199
Alcoa,TN,35.7895271,-83.9737935
Irving,TX,32.862876,-96.97913926
Masury,OH,41.2111676,-80.5378495
Carson City,NV,39.1637984,-119.7674034
Yuba County,CA,39.27887435,-121.4384775
Harlingen,TX,26.1906306,-97.6961026
Versailles,MO,38.4314141,-92.8410274
Bellefontaine Neighbors,MO,38.7403281,-90.2265001
Vallejo,CA,38.114559,-122.2314761
Coweta,OK,35.9517674,-95.650814
Berkeley,CA,37.8707755,-122.3018525
Miami-Dade,FL,25.7742658,-80.1936589
Temple Hills,MD,38.8140024,-76.9455296
Bend,OR,44.0581728,-121.3153096
Tacony,PA,40.0312228,-75.0443386
Ezel,KY,37.8911964,-83.4443502
Beulaville,NC,34.9237763,-77.7738667
East Berlin,PA,39.937597,-76.9785892
OFallon,MO,38.8106075,-90.6998477
Bandera,TX,29.7233825,-99.07396713
Limestone County,AL,34.7751356,-87.03178382
El Dorado,KS,37.81724,-96.8622524
Rock County,WI,42.6691512,-89.07105911
Utica,NY,43.1009031,-75.2326641
Greenfield,TN,36.1533982,-88.8006163
Union City,CA,37.5907215,-122.017324
Plainfield,MI,42.4969793,-84.1074559
DeKalb,IL,41.9294736,-88.7503647
Redding,CA,40.5018995,-122.385954
Caldwell County,NC,35.687914,-81.20208236
Nash County,NC,35.913166,-77.57809645
St Marys County,MD,38.20161245,-76.55905794
Kokomo,IN,40.4864444,-86.1336351
Nampa,ID,43.5737361,-116.559642
Blountville,TN,36.5331586,-82.326806
Alvin,TX,29.28472515,-95.11255575
Westhope,ND,48.9094642,-101.0207117
Pocahontas,AR,36.2662065,-90.97010316
Cypress,TX,29.9691116,-95.6971686
Washington County,FL,30.6101045,-85.67223154
Pine Knot,KY,36.6509124,-84.4385489
Coweta County,GA,33.351366,-84.7798988
Fresno County,CA,36.7463883,-119.6735205
Easton,PA,40.6916081,-75.2099866
Conroe,TX,30.393222,-95.64016638
Santa Cruz,CA,36.97588665,-122.0337727
Knob Noster,MO,38.7666798,-93.5585458
Dowling,MI,42.5225362,-85.2530589
Paducah,KY,37.0833893,-88.6000478
Independence,KS,37.2242358,-95.7083131
Kenner,LA,29.9940924,-90.2417434
Imperial,CA,32.7892118,-114.5559618
Elgin,TX,30.35517,-97.39176157
Winston,OR,43.1223383,-123.4125723
Price,UT,39.5994095,-110.8107148
Kiln,MS,30.4189159,-89.43472543
Charleston,WV,38.3498221,-81.6326301
Waxahachie,TX,32.40549,-96.83891772
Valinda,CA,34.0384525,-117.9335575
Kerrville,TX,30.0474332,-99.1403189
Whitney,SD,43.8366201,-103.1884552
Williamston,SC,34.6184471,-82.4779053
Bibb County,GA,32.8071935,-83.6865978
Temecula,CA,33.49358875,-117.1174315
Marrero,LA,29.8993723,-90.1003506
Oakdale,MN,44.9630216,-92.9649361
Fitzgerald,GA,31.7149082,-83.2526545
Cedar Hill,TX,32.5871635,-96.96211151
Ramsey,MN,45.0165728,-93.0949501
College Park,MD,38.980666,-76.9369189
Northville,MI,42.4310806,-83.4832262
Midvale,UT,40.6110589,-111.8999353
Taft,FL,28.42850805,-81.36655106
Seven Oaks,CA,34.1863979,-116.914197
Anchorage,AK,61.218056,-149.9002806
Security Widefield,CO,38.7064693,-104.7085239
Cicero,IL,41.8455878,-87.7539448
Red Springs,NC,34.8151633,-79.183091
Hendersonville,TN,36.3047735,-86.6199957
Knox,IN,38.687009,-87.3811461
Calumet City,IL,41.6155909,-87.5294871
Norman,OK,35.2225717,-97.4394816
Southport,IN,39.6588985,-86.11566522
Greenwood,IN,39.6136578,-86.1066526
Beloit,WI,42.5083272,-89.031784
Harper Woods,MI,42.4330924,-82.9240833
Elk City,OK,35.4119944,-99.4042592
Rand,WV,38.2826001,-81.5623425
Lowndes County,MS,33.51709275,-88.42994903
High Point,NC,35.9556924,-80.0053176
Metairie,LA,30.00135175,-90.17673135
Shannon,NC,34.8479415,-79.1369782
Indio,CA,33.74385575,-116.1970378
Evergreen,MT,48.2258788,-114.2762514
Orangeburg,SC,33.4273582,-80.2807457
Ardentown,DE,39.81542705,-75.49101632
Searcy,AR,35.8867418,-92.4292259
Bridge City,LA,29.9332605,-90.1700748
Bazine,KS,38.4444594,-99.692063
Campbell County,VA,37.2287445,-79.09810285
Whippoorwill,AZ,36.0211141,-110.1126224
Weslaco,TX,26.15592,-97.98046355
Fort Bend County,TX,29.5253232,-95.74496432
Evarts,KY,36.8655065,-83.19868363
Willimantic,CT,41.71232,-72.21498006
Bakersfield,CA,35.223234,-118.9536166
Melbourne,FL,28.0836269,-80.6081089
Cedar City,UT,37.6774769,-113.0618931
Lanier County,GA,31.017897,-83.07873125
Altadena,CA,34.1938705,-118.1365024
Rosspoint,KY,36.8823117,-83.2893459
Wooster,OH,40.8050565,-81.935143
Cairo,GA,30.8774132,-84.2012897
Fairdealing,MO,36.6628345,-90.616783
Caldwell,ID,43.6678736,-116.6894156
Rattlesnake Mountain,WA,47.4584358,-121.8062219
Winston-Salem,NC,36.0998596,-80.244216
Rockwall,TX,32.8967899,-96.2982136
Council Bluffs,IA,41.2621283,-95.8613912
Mattawan,MI,42.2094839,-85.784453
Prospect,VA,37.3029279,-78.5591661
Richardson,TX,32.9481789,-96.7297206
Davin,WV,37.7317746,-81.829284
Johns Island,SC,32.7024009,-80.0481488
York City,PA,39.9543252,-76.7100642
Wellsville,NY,42.8759077,-74.2723535
Eolia,MO,39.2358794,-91.0081918
Cherokee County,GA,34.2428725,-84.45619375
Mattapan,MA,42.2723208,-71.0869953
Clarksville,IN,38.2967362,-85.7599631
Sunrise,FL,26.1477307,-80.32918199
Alexandria,VA,38.81474785,-77.09024438
Hillcrest Heights,MD,38.8328909,-76.9594189
Green Oak,MI,43.023508,-86.169484
Cross Lanes,WV,38.4203709,-81.7906847
Hurtsboro,AL,32.240029,-85.41477535
Boise,ID,43.615046,-116.2044429
Princess Anne,MD,38.2028993,-75.692427
Wellsburg,WV,40.2720146,-80.6095187
Advance,MO,37.1044958,-89.9106494
Ladera Ranch,CA,33.5712292,-117.635624
Tustin,CA,33.7458511,-117.826166
Orange,CA,33.7878549,-117.8530908
Fargo,ND,46.8171175,-96.83510553
Penhook,VA,36.9823655,-79.6280848
Ballico,CA,37.4543809,-120.7060337
Middle River,MD,39.3342745,-76.4394057
Warminster,PA,40.2067751,-75.0996159
Findlay,OH,41.0442201,-83.6499321
Genteel Ridge,WV,40.275272,-80.564772
Santa Barbara,CA,34.3999755,-119.7030225
East Tampa,FL,27.8644695,-82.3800931
Opa-Locka,FL,25.89695285,-80.25950901
Bandera County,TX,29.7300155,-99.2095738
Valley Center,CA,33.2183701,-117.0341967
Olney Springs,CO,38.1661162,-103.9446792
Walton,NY,42.1695296,-75.1293351
Royal Palm Beach,FL,26.70094605,-80.22341995
Big Flats,WI,44.1118573,-89.8078819
Florence,SC,33.7846102,-79.4488454
West Park,FL,25.9786264,-80.18284703
Miami Beach,FL,25.7881436,-80.1272705
Woodbridge,VA,38.6581723,-77.2497049
East Cleveland,OH,41.5331066,-81.5790137
Reserve,LA,30.0538131,-90.5517534
Londonderry,VT,43.2264643,-72.8064866
Bonaire,GA,32.5437575,-83.5960162
Bennington,OK,34.0045412,-96.0377597
West Baltimore,MD,39.2933208,-76.6531881
Walterboro,SC,32.9051704,-80.6667688
Waco,TX,31.549333,-97.1466695
Apple Valley,CA,34.537838,-117.2191605
Encinitas,CA,33.0369867,-117.2919818
Adairsville,GA,34.3687021,-84.9341093
Conewago,PA,40.1581491,-76.660246
Jennings,MO,38.719184,-90.2611199
Winton Terrace,OH,39.1822808,-84.5118878
Grasonville,MD,38.9581686,-76.2102288
Fort Knox,KY,37.8897175,-85.96642601
Brownville,NY,41.7998155,-74.3807086
Sheffield,AL,34.7650888,-87.6986407
Goldenrod,FL,28.6102274,-81.2848946
Lakeland,FL,28.0394654,-81.9498042
Paso Robles,CA,35.6267654,-120.6912456
Winnemucca,NV,40.9729584,-117.7356849
Ronkonkoma,NY,40.80741775,-73.13599113
Hickory,NC,35.7331895,-81.3412006
Murrysville,PA,40.4284015,-79.697545
Cochise County,AZ,31.88086475,-109.7477983
Canton,OH,40.7989522,-81.3784445
Junction City,KS,39.0286093,-96.8313978
Yuba City,CA,39.1404477,-121.6169108
Raymore,MO,38.801953,-94.4527294
Larimer,PA,40.4625688,-79.9083841
Hazleton,PA,40.9646867,-75.9852789
South River,NJ,40.446495,-74.3859831
Garden City,KS,37.9716898,-100.8726618
Lovington,NM,32.9440077,-103.3485543
Branson,MO,36.6436797,-93.2185183
Pekin,IL,40.5675388,-89.640658
Terrebonne,LA,29.4257758,-90.5674867
Little Falls,MN,45.9763545,-94.3625024
Takoma Park,MD,38.9778882,-77.0074765
Hallandale Beach,FL,25.9856462,-80.14000179
Wildwood,FL,28.865264,-82.0389743
Lower Macungie,PA,40.543813,-75.5319152
Hidalgo County,TX,26.410046,-98.18764703
Rockford,IL,42.2713945,-89.093966
Silverton,OR,45.0049305,-122.7832947
Kaysville,UT,41.0349847,-111.9383931
Albuquerque,NM,35.0877555,-106.737171
Niagara Falls,NY,43.099685,-79.03056351
Ripley,TN,35.7453551,-89.5297973
Wasilla,AK,61.5797115,-149.4647392
Bowling Green,KY,36.9903199,-86.4436018
Preston,CT,41.490374,-73.152056
Elk Grove,CA,38.4087993,-121.3716178
Coahoma County,MS,34.25530945,-90.64354887
Saratoga Springs,NY,43.0831301,-73.7845651
Grand Junction,CO,39.059542,-108.5871854
Frederick County,MD,39.4698212,-77.36798296
Kiawah Island,SC,32.6082373,-80.0848166
Conway ,SC,33.8360035,-79.0478143
Sumter,SC,33.9679376,-79.9413592
Middle Paxton,PA,40.3046694,-76.8182032
Mooresville,IN,39.6128243,-86.37416
Lafayette Parish,LA,30.208284,-92.11207429
Cheyenne,WY,41.1399814,-104.8202462
Trent Woods,NC,35.0821039,-77.0863383
Santa Monica,CA,34.008617,-118.494754
Townsend,MT,46.3190976,-111.5208023
Lewisdale,MD,38.9734438,-76.9738644
Guerneville,CA,38.5115445,-122.9870342
Cromwell,IN,41.4006036,-85.6158185
Oro Valley,AZ,32.3909071,-110.966488
Beaumont,TX,30.0860459,-94.1018461
Vista,CA,33.2000368,-117.2425355
Union Gap,WA,46.5573492,-120.4750638
Indianfields,MI,43.4605773,-83.4285646
Belgrade,MT,45.7732787,-111.1845352
Loudoun County,VA,39.0853441,-77.66528862
Lakewood,CO,39.6310755,-105.1100582
Dacula,GA,33.9887165,-83.8979573
Forest Township,MI,43.179831,-83.52021493
Lisbon,OH,40.7720044,-80.7681336
South Bend,IN,41.6833813,-86.2500066
Quinton,NJ,39.5459466,-75.4124178
Middletown,DE,39.44161,-75.72504714
Geneva,NY,42.8689552,-76.9777436
Yucaipa,CA,34.0407185,-117.0516762
Security-Widefield,CO,38.7490101,-104.7119515
Moses Lake,WA,47.1301417,-119.2780771
Kelso,WA,46.1420334,-122.9060318
Liberty,MI,42.1022634,-84.4005068
Clark,WY,44.8993923,-109.1509804
Markle,IN,40.8292133,-85.3355283
St Maries,ID,47.3143542,-116.5626675
Gentry,AR,36.2675793,-94.4846602
Moultrie,GA,31.1811523,-83.7878809
Munhall,PA,40.3922914,-79.9000499
Swisher,IA,41.845563,-91.6929542
Campbell,CA,37.28077545,-121.949717
Anaheim,CA,33.8347516,-117.911732
Staten Island,NY,40.5834379,-74.1495875
Lawrence County,AL,34.552202,-87.31782593
Goshen,IN,41.5815012,-85.8346529
Concord,NC,35.4087517,-80.579511
Sumner County,KS,37.2375345,-97.47625647
Morrisville,PA,40.2114978,-74.7879399
Ashford,CT,41.8731532,-72.1214653
Los Banos,CA,37.0655625,-120.8419824
Archbald,PA,41.4948038,-75.5368521
Berlin,MD,38.3226154,-75.2176892
Gulfport,MS,30.3674198,-89.0928155
Daytona Beach,FL,29.2108147,-81.0228331
White Marsh,MD,39.3837187,-76.4321837
Kankakee,IL,41.1200325,-87.8611531
Brownfield,TX,33.173755,-102.2692619
North Hudson,NY,43.9525575,-73.7284641
McKinney,TX,33.1976496,-96.6154471
Arp,TX,32.2254332,-95.0577207
Chelsea,MA,42.3917638,-71.0328284
Rowan County,KY,38.206915,-83.44257646
El Rio,CA,34.244036,-119.1568705
Shawnee,KS,39.0416718,-94.7202376
Burbank,IL,41.741406,-87.7686078
Templeton,CA,35.5606196,-120.7007175
Maple Heights,OH,41.4153313,-81.565956
Merced County,CA,37.1869636,-120.6094264
Tallmadge,MI,42.992524,-85.8342049
Duncanville,TX,32.647691,-96.91704357
New Market,TN,36.1039767,-83.5526751
Aspen,CO,39.1984225,-106.8406174
Navarre,FL,30.4015879,-86.863571
Chapman,ME,46.6480974,-68.1608669
Owensboro,KY,37.7742152,-87.1133304
Minerva Park,OH,40.0764526,-82.9437921
Fort Bragg,NC,35.15383385,-79.13364762
Cedar Rapids,IA,41.9758872,-91.6704053
San Lorenzo,CA,37.673615,-122.13193
St Albans,WV,38.3856488,-81.836241
Roanoke,VA,37.270973,-79.9414313
Garner,NC,35.7112642,-78.6141709
St Tammany Parish,LA,30.4256963,-89.96205484
Scottsdale,AZ,33.67421685,-111.856984
Parker County,TX,32.777937,-97.80382533
Los Angeles County,CA,34.24140515,-118.1455206
Valley,MI,42.513641,-83.328255
Greenwood County,SC,34.182129,-82.07935191
Mt Morris,MI,43.1186374,-83.6949583
Chanceford,PA,39.9725187,-76.7483657
Alameda County,CA,37.67988045,-121.9076737
Middlefield,OH,41.4619986,-81.0737079
Warner Robins,GA,32.57958945,-83.66805713
North Liberty,IA,41.748868,-91.5972564
West Valley City,UT,40.6916132,-112.0010501
Round Lake Beach,IL,42.3716881,-88.0900815
Calcasieu Parish,LA,30.26537195,-93.36916972
Lincoln,ME,44.1137571,-69.5351337
SeaTac,WA,47.442905,-122.2943872
Fulton County,GA,33.844221,-84.40353195
Fayette,PA,39.921022,-79.6663803
Sellersburg,IN,38.3981216,-85.754964
Boley,OK,35.4934062,-96.4836221
Mitchell,SD,43.7092877,-98.0298399
Pleasant Plains,AR,35.5500796,-91.6262486
Sedro-Woolley,WA,48.5049158,-122.2349409
East San Jose,CA,37.2519581,-121.8203869
Cape Girardeau County,MO,37.3657435,-89.64510703
Valentine,NE,42.8727833,-100.5509669
Milton,GA,34.1321631,-84.300666
McDowell,KY,37.4559336,-82.7362693
Carlin,NV,40.7138068,-116.1039662
Edinburg,TX,26.2527695,-98.19367825
Delano,CA,35.750376,-119.3241155
Los Alamos,NM,35.8923665,-106.2855953
Hampstead,DE,39.451929,-75.70054702
Herkimer,NY,43.4911326,-74.9481252
Mohawk,NY,43.0114592,-75.0040449
Oceanside,CA,33.1958696,-117.3794834
Lexington County,SC,33.9250165,-81.28323149
Bolivar County,MS,33.82507915,-90.85605374
Terrace Heights,WA,46.6062383,-120.4397854
Del Valle,TX,30.2107669,-97.6547243
French Valley,CA,33.5994102,-117.1091717
Snyder,TX,32.712745,-100.9128698
Newberg,OR,45.3004928,-122.9725556
Oregon City,OR,45.3573429,-122.6067583
Dania Beach,FL,26.05083015,-80.14612476
Wade,OK,33.8889875,-96.0760915
Galesburg,IL,40.9478158,-90.3712395
Mesquite,TX,32.7666103,-96.599472
Ventura,CA,34.270273,-119.2426054
Wharton,TX,29.255248,-95.8998532
Chubbuck,ID,42.9207477,-112.4660912
Langlois,OR,42.9235756,-124.4507782
Staunton,VA,38.149576,-79.0716958
Waxahachie ,TX,32.388547,-96.92884169
Rosalie,AL,34.699805,-85.7685836
Petersburg,VA,37.227928,-77.4019268
Shelby County,TN,35.201907,-89.86658436
Bessemer,AL,33.3793105,-86.85822532
Lower Paxton,PA,40.3187547,-76.7862453
Gravel Switch,KY,37.5786819,-85.052181
Gahanna,OH,40.019468,-82.8790706
Napa,CA,38.32377705,-122.3355206
Thornton,CA,38.2260268,-121.4246733
French Camp,CA,37.8764182,-121.271756
Huntington Park,CA,33.9816812,-118.2250725
Stonington,CT,41.332649,-71.90233629
Dow City,IA,41.9288774,-95.49389
Montebello,CA,34.009457,-118.1053467
Chino Hills,CA,33.9926803,-117.760056
Gas City,IN,40.4872625,-85.6130311
Fairless Hills,PA,40.1795537,-74.8551644
Williston,ND,48.1469683,-103.6179745
Brea,CA,33.9181945,-117.8994423
St Bernard,LA,29.8779823,-89.5969002
Emerson,GA,30.7760298,-83.631827
Opelika,AL,32.655255,-85.38282559
Chalmette,LA,29.9427037,-89.9634017
Solon,OH,41.3897764,-81.4412259
Menifee,CA,33.6864432,-117.1770437
Transylvania County,NC,35.1434499,-82.6428035
Moosic,PA,41.353413,-75.7382478
Maxton,NC,34.7351615,-79.3489317
Spring Hill,FL,28.4837566,-82.53378877
Grand Chute,WI,44.2659713,-88.4831357
Pittsfield,OH,41.2369967,-82.2190461
Golden,CO,39.743396,-105.2148066
Naples,FL,26.1420358,-81.7948103
Prince Frederick,MD,38.5403996,-76.5844017
Asbury,MO,37.2744997,-94.6055102
Westchase,FL,28.0620403,-82.61243877
Salina,KS,38.8402805,-97.6114237
Cookeville,TN,36.162839,-85.5016423
DeSoto,TX,29.390781,-98.526798
Monument,CO,39.04932405,-104.8514196
Manokotak,AK,58.9813889,-159.0583333
Dothan,AL,31.1586345,-85.42695861
Elmore County,AL,32.58766445,-86.15187269
Panama City,FL,30.1600827,-85.6545729
Dobson,NC,36.3956891,-80.722567
Frostproof,FL,27.7458626,-81.5306313
Boulevard Park,WA,47.4948791,-122.3103604
Temple,TX,31.098207,-97.3427847
Maypearl,TX,32.3132003,-97.0116691
Jefferson County,AL,33.5448325,-86.8608049
Kawela,HI,21.0675013,-156.9525933
Lake Charles,LA,30.2265949,-93.2173759
North Bellmore,NY,40.69149,-73.5334597
Quantico,VA,38.5228285,-77.29016705
Brunswick,GA,31.1499528,-81.4914894
Okanogan,WA,48.0157092,-118.9471435
Tinley Park,IL,41.5733669,-87.7844944
Huntington Beach,CA,33.6920535,-117.9992491
Tarrant County,TX,32.6316957,-97.0737574
Brawley,CA,33.0185295,-115.5159362
Loon Lake,OR,43.5871458,-123.8378583
Green River,WY,41.5290933,-109.4664738
Goochland County,VA,37.7355915,-77.97114329
Maryville,TN,35.7564719,-83.9704593
Southgate,MI,42.2061435,-83.20460297
Leakesville,MS,31.1542465,-88.55750754
Lake Nona,FL,28.3927142,-81.2664155
Foothill Farms,CA,38.6836185,-121.3471007
Hebbronville,TX,27.3068397,-98.6780811
Laurens County,GA,32.431744,-82.9230608
Pottstown,PA,40.2453741,-75.6496302
Kennewick,WA,46.2112458,-119.1372338
Finley,WA,46.1540232,-119.0338959
West Haven,CT,41.2706527,-72.9470471
Waupun,WI,43.6333219,-88.7295519
Yuma,AZ,32.7253249,-114.624397
Barree,PA,40.5853461,-78.1005628
Paramount,CA,33.8992926,-118.1649498
Frenchtown,MI,46.4732698,-87.6790246
National City,CA,32.6781085,-117.0991967
Texas,PA,41.5350719,-77.2527545
Eatonville,FL,28.6183331,-81.3859156
Puyallup,WA,47.1849009,-122.2921406
Brooklyn Park,MN,45.1004807,-93.3443585
St Cloud,FL,28.2498534,-81.2839038
Maumee,OH,41.5628294,-83.6538244
Mendenhall,MS,31.960328,-89.8683622
Wichita Falls,TX,33.9161075,-98.5067371
DeRuyter,NY,42.7584005,-75.8843616
Woodlake,CA,36.4110775,-119.0937578
Pensaukee,WI,44.823047,-87.9131587
Moab,UT,38.5738096,-109.5462146
Greenup County,KY,38.565189,-82.95234257
Cascade,GA,34.906322,-85.205915
Sun Valley,NV,39.6138205,-119.776797
Davenport,FL,28.1614046,-81.6017417
Clairton,PA,40.292292,-79.881715
Cape Coral,FL,26.5628537,-81.9495331
Ardmore,OK,34.1742611,-97.1436254
Duncan,OK,34.5023029,-97.9578129
Rome,NY,43.2128473,-75.4557304
Andrews,SC,33.451278,-79.5608971
Coshocton County,OH,40.2905684,-81.9271441
Buckeye,AZ,33.426213,-112.550048
Crawford,CO,38.7038767,-107.6089466
Merrillville,IN,41.4828144,-87.3328139
Sunman,IN,39.2369971,-85.0946809
Providence,RI,41.8239891,-71.4128343
Hoquiam,WA,46.9809291,-123.8893352
Drew County,AR,33.5897655,-91.71492844
Oak Harbor,OH,41.5067173,-83.1465875
Wyoming,DE,39.1173355,-75.55871301
Grant County,OR,44.477796,-119.0101057
Willowbrook,CA,33.9169602,-118.2550726
Casa Grande,AZ,32.8870615,-111.7362705
Brushfork,WV,37.282784,-81.252408
Rawlings,MD,39.5345348,-78.8833562
Philipsburg,PA,40.0617403,-79.881158
Many,LA,31.5687848,-93.4840645
Germantown,TN,35.0867577,-89.8100858
Seligman,AZ,35.325492,-112.8509031
Walpole,NH,43.0795232,-72.4259214
Willard Bay,UT,41.4796625,-112.3286141
Huron,SD,44.3633173,-98.2142572
Cheney,WA,47.4873895,-117.5757622
Sheraden,PA,40.4595132,-80.0772776
Monroeville,PA,40.4211798,-79.7881025
